configuration_id,corrupted_party,abort_before_opening_prefix,next_sender,terminal_state,openings_completed,maximum_information_lead,lambda_bits,fairness_violation,corrupt_party_owns_valid_MAC_key,prefix_checked
fair_00012,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00012,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00012,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00012,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00012,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00012,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00012,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00013,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00013,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00013,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00013,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00013,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00013,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00013,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00013,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00014,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00014,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00014,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00014,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00015,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00015,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00015,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00015,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00016,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00016,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00017,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00017,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00018,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00018,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00018,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00018,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00018,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00018,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00018,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00018,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00019,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00019,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00019,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00019,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00019,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00019,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00019,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00019,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00020,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00020,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00020,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00020,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00021,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00021,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00021,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00021,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00022,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00022,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00023,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00023,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00024,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00024,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00024,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00024,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00024,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00024,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00024,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00024,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00025,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00025,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00025,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00025,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00025,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00025,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00025,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00025,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00026,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00026,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00026,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00026,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00027,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00027,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00027,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00027,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00028,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00028,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00029,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00029,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00030,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00030,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00030,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00030,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00030,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00030,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00030,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00030,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00031,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00031,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00031,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00031,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00031,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00031,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00031,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00031,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00032,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00032,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00032,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00032,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00033,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00033,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00033,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00033,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00034,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00034,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00035,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00035,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00036,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00036,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00036,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00036,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00036,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00036,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00036,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00036,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00037,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00037,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00037,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00037,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00037,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00037,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00037,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00037,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00038,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00038,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00038,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00038,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00039,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00039,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00039,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00039,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00040,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00040,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00041,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00041,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00042,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00042,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00042,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00042,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00042,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00042,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00042,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00042,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00043,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00043,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00043,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00043,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00043,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00043,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00043,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00043,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00044,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00044,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00044,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00044,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00045,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00045,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00045,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00045,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00046,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00046,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00047,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00047,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00048,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00048,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00048,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00048,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00048,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00048,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00048,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00048,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00049,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00049,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00049,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00049,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00049,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00049,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00049,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00049,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00050,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00050,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00050,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00050,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00051,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00051,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00051,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00051,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00052,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00052,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00053,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00053,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00054,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00054,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00054,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00054,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00054,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00054,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00054,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00054,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00055,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00055,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00055,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00055,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00055,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00055,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00055,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00055,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00056,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00056,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00056,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00056,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00057,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00057,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00057,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00057,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00058,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00058,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00059,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00059,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00060,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00060,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00060,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00060,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00060,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00060,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00060,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00060,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00061,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00061,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00061,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00061,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00061,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00061,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00061,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00061,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00062,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00062,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00062,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00062,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00063,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00063,Alice,2,Alice,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00063,Bob,0,Bob,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00063,Bob,3,Bob,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00064,Alice,0,Alice,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00064,Bob,1,Bob,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00065,Alice,1,Alice,ABORT_PARTICIPANT,1,4,4,False,True,True
fair_00065,Bob,0,Bob,ABORT_PARTICIPANT,0,0,4,False,True,True
fair_00066,Alice,0,Alice,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00066,Alice,3,Alice,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00066,Alice,4,Alice,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00066,Alice,7,Alice,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00066,Bob,1,Bob,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00066,Bob,2,Bob,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00066,Bob,5,Bob,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00066,Bob,6,Bob,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00067,Alice,1,Alice,ABORT_PARTICIPANT,1,1,1,False,True,True
fair_00067,Alice,2,Alice,ABORT_PARTICIPANT,2,1,1,False,True,True
fair_00067,Alice,5,Alice,ABORT_PARTICIPANT,5,1,1,False,True,True
fair_00067,Alice,6,Alice,ABORT_PARTICIPANT,6,1,1,False,True,True
fair_00067,Bob,0,Bob,ABORT_PARTICIPANT,0,0,1,False,True,True
fair_00067,Bob,3,Bob,ABORT_PARTICIPANT,3,1,1,False,True,True
fair_00067,Bob,4,Bob,ABORT_PARTICIPANT,4,1,1,False,True,True
fair_00067,Bob,7,Bob,ABORT_PARTICIPANT,7,1,1,False,True,True
fair_00068,Alice,0,Alice,ABORT_PARTICIPANT,0,0,2,False,True,True
fair_00068,Alice,3,Alice,ABORT_PARTICIPANT,3,2,2,False,True,True
fair_00068,Bob,1,Bob,ABORT_PARTICIPANT,1,2,2,False,True,True
fair_00068,Bob,2,Bob,ABORT_PARTICIPANT,2,2,2,False,True,True
fair_00069,Alice,1,Alice,ABORT_PARTICIPANT,1,2,2,False,True,True
